,bin_trial,split_by,type,samp,Unnamed: 0,subj_idx,response,rt,trial,feedback,upper_hpd,lower_hpd,up_err,low_err,model
143,35,1,simulated,5.5,72035.0,23.0,0.6266666666666667,0.5487756297450886,36.0,0.5644444444444444,0.7333333333333333,0.5111111111111111,0.10666666666666658,0.11555555555555563,RLDDM_single_learning
144,36,0,observed,0.0,25120.88888888889,23.0,0.3111111111111111,0.6051777777777778,37.0,0.6222222222222222,0.3111111111111111,0.3111111111111111,0.0,0.0,RLDDM_single_learning
145,36,0,simulated,5.5,71876.0,23.0,0.6577777777777778,0.5221268687357197,37.0,0.5444444444444445,0.7777777777777778,0.5777777777777777,0.12,0.08000000000000007,RLDDM_single_learning
146,36,1,observed,0.0,25121.88888888889,23.0,0.35555555555555557,0.6048222222222222,37.0,0.6888888888888889,0.35555555555555557,0.35555555555555557,0.0,0.0,RLDDM_single_learning
147,36,1,simulated,5.5,72036.0,23.0,0.6577777777777778,0.5651822964118854,37.0,0.5511111111111111,0.7333333333333333,0.4888888888888889,0.07555555555555549,0.16888888888888892,RLDDM_single_learning
148,37,0,observed,0.0,25122.88888888889,23.0,0.24444444444444444,0.5691111111111111,38.0,0.6444444444444445,0.24444444444444444,0.24444444444444444,0.0,0.0,RLDDM_single_learning
149,37,0,simulated,5.5,71877.0,23.0,0.6177777777777778,0.5180579798466691,38.0,0.5377777777777777,0.7111111111111111,0.5333333333333333,0.09333333333333338,0.08444444444444443,RLDDM_single_learning
150,37,1,observed,0.0,25123.88888888889,23.0,0.28888888888888886,0.5508444444444445,38.0,0.6444444444444445,0.28888888888888886,0.28888888888888886,0.0,0.0,RLDDM_single_learning
151,37,1,simulated,5.5,72037.0,23.0,0.6177777777777778,0.5382089630783827,38.0,0.5177777777777778,0.7555555555555555,0.4888888888888889,0.13777777777777778,0.1288888888888889,RLDDM_single_learning
152,38,0,observed,0.0,25124.88888888889,23.0,0.2,0.6305111111111111,39.0,0.6888888888888889,0.2,0.2,0.0,0.0,RLDDM_single_learning
153,38,0,simulated,5.5,71878.0,23.0,0.6511111111111111,0.4945268687356837,39.0,0.5311111111111111,0.7777777777777778,0.5333333333333333,0.1266666666666667,0.11777777777777776,RLDDM_single_learning
154,38,1,observed,0.0,25125.88888888889,23.0,0.24444444444444444,0.5275111111111112,39.0,0.7333333333333333,0.24444444444444444,0.24444444444444444,0.0,0.0,RLDDM_single_learning
155,38,1,simulated,5.5,72038.0,23.0,0.6244444444444445,0.5559378519673043,39.0,0.5244444444444445,0.7333333333333333,0.4888888888888889,0.10888888888888881,0.1355555555555556,RLDDM_single_learning
156,39,0,observed,0.0,25126.88888888889,23.0,0.2,0.5228,40.0,0.7111111111111111,0.2,0.2,0.0,0.0,RLDDM_single_learning
157,39,0,simulated,5.5,71879.0,23.0,0.6711111111111111,0.5018202020690996,40.0,0.5711111111111111,0.7555555555555555,0.5333333333333333,0.08444444444444443,0.13777777777777778,RLDDM_single_learning
158,39,1,observed,0.0,25127.88888888889,23.0,0.15555555555555556,0.5507777777777778,40.0,0.8,0.15555555555555556,0.15555555555555556,0.0,0.0,RLDDM_single_learning
159,39,1,simulated,5.5,72039.0,23.0,0.6266666666666667,0.6013956297451062,40.0,0.5444444444444445,0.7555555555555555,0.5333333333333333,0.12888888888888883,0.09333333333333338,RLDDM_single_learning
160,40,0,observed,0.0,25128.88888888889,23.0,0.17777777777777778,0.5234222222222222,41.0,0.3111111111111111,0.17777777777777778,0.17777777777777778,0.0,0.0,RLDDM_single_learning
161,40,0,simulated,5.5,71880.0,23.0,0.6133333333333333,0.5315846465133225,41.0,0.5511111111111111,0.6888888888888889,0.4666666666666667,0.0755555555555556,0.1466666666666666,RLDDM_single_learning
162,40,1,observed,0.0,25129.88888888889,23.0,0.15555555555555556,0.4966222222222222,41.0,0.4666666666666667,0.15555555555555556,0.15555555555555556,0.0,0.0,RLDDM_single_learning
163,40,1,simulated,5.5,72040.0,23.0,0.6288888888888888,0.5813734075228861,41.0,0.5533333333333333,0.7333333333333333,0.4666666666666667,0.10444444444444445,0.16222222222222216,RLDDM_single_learning
164,41,0,observed,0.0,25130.88888888889,23.0,0.4444444444444444,0.504311111111111,42.0,0.5111111111111111,0.4444444444444444,0.4444444444444444,0.0,0.0,RLDDM_single_learning
165,41,0,simulated,5.5,71881.0,23.0,0.6311111111111111,0.512282424291165,42.0,0.5777777777777777,0.7777777777777778,0.5777777777777777,0.14666666666666672,0.053333333333333344,RLDDM_single_learning
166,41,1,observed,0.0,25131.88888888889,23.0,0.4222222222222222,0.6026888888888888,42.0,0.4666666666666667,0.4222222222222222,0.4222222222222222,0.0,0.0,RLDDM_single_learning
167,41,1,simulated,5.5,72041.0,23.0,0.6333333333333333,0.5250400741895518,42.0,0.5577777777777777,0.7555555555555555,0.5333333333333333,0.12222222222222223,0.09999999999999998,RLDDM_single_learning
168,42,0,observed,0.0,25132.88888888889,23.0,0.4888888888888889,0.5255333333333334,43.0,0.5555555555555556,0.4888888888888889,0.4888888888888889,0.0,0.0,RLDDM_single_learning
169,42,0,simulated,5.5,71882.0,23.0,0.6533333333333333,0.5288424242912596,43.0,0.5755555555555556,0.7333333333333333,0.5555555555555556,0.07999999999999996,0.09777777777777774,RLDDM_single_learning
170,42,1,observed,0.0,25133.88888888889,23.0,0.4888888888888889,0.4792666666666667,43.0,0.4666666666666667,0.4888888888888889,0.4888888888888889,0.0,0.0,RLDDM_single_learning
171,42,1,simulated,5.5,72042.0,23.0,0.64,0.5666778519673702,43.0,0.5555555555555556,0.8222222222222222,0.4888888888888889,0.18222222222222217,0.15111111111111114,RLDDM_single_learning
172,43,0,observed,0.0,25134.88888888889,23.0,0.4888888888888889,0.594488888888889,44.0,0.4888888888888889,0.4888888888888889,0.4888888888888889,0.0,0.0,RLDDM_single_learning
173,43,0,simulated,5.5,71883.0,23.0,0.6511111111111111,0.47290464651345426,44.0,0.5555555555555556,0.7333333333333333,0.5555555555555556,0.0822222222222222,0.0955555555555555,RLDDM_single_learning
174,43,1,observed,0.0,25135.88888888889,23.0,0.5111111111111111,0.44353333333333333,44.0,0.6,0.5111111111111111,0.5111111111111111,0.0,0.0,RLDDM_single_learning
175,43,1,simulated,5.5,72043.0,23.0,0.6155555555555556,0.5515222964117117,44.0,0.5488888888888889,0.6888888888888889,0.5111111111111111,0.07333333333333325,0.10444444444444456,RLDDM_single_learning
176,44,0,observed,0.0,25136.88888888889,23.0,0.5777777777777777,0.6200444444444445,45.0,0.5777777777777777,0.5777777777777777,0.5777777777777777,0.0,0.0,RLDDM_single_learning
177,44,0,simulated,5.5,71884.0,23.0,0.6266666666666667,0.5019824242911437,45.0,0.5444444444444445,0.7555555555555555,0.4888888888888889,0.12888888888888883,0.13777777777777783,RLDDM_single_learning
178,44,1,observed,0.0,25137.88888888889,23.0,0.4444444444444444,0.47544444444444445,45.0,0.5111111111111111,0.4444444444444444,0.4444444444444444,0.0,0.0,RLDDM_single_learning
179,44,1,simulated,5.5,72044.0,23.0,0.6377777777777778,0.5402622964117969,45.0,0.5488888888888889,0.7333333333333333,0.5111111111111111,0.0955555555555555,0.1266666666666667,RLDDM_single_learning
180,45,0,observed,0.0,25138.88888888889,23.0,0.4888888888888889,0.5331555555555556,46.0,0.4222222222222222,0.4888888888888889,0.4888888888888889,0.0,0.0,RLDDM_single_learning
181,45,0,simulated,5.5,71885.0,23.0,0.6044444444444445,0.511682424291058,46.0,0.5422222222222223,0.7111111111111111,0.5111111111111111,0.10666666666666669,0.09333333333333338,RLDDM_single_learning
182,45,1,observed,0.0,25139.88888888889,23.0,0.5555555555555556,0.40515555555555555,46.0,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.0,0.0,RLDDM_single_learning
183,45,1,simulated,5.5,72045.0,23.0,0.6933333333333334,0.556622296412025,46.0,0.5777777777777777,0.8222222222222222,0.6222222222222222,0.12888888888888883,0.07111111111111112,RLDDM_single_learning
184,46,0,observed,0.0,25140.88888888889,23.0,0.35555555555555557,0.5217111111111111,47.0,0.5333333333333333,0.35555555555555557,0.35555555555555557,0.0,0.0,RLDDM_single_learning
185,46,0,simulated,5.5,71886.0,23.0,0.6444444444444445,0.5053468687356606,47.0,0.5644444444444444,0.7111111111111111,0.4888888888888889,0.06666666666666665,0.1555555555555556,RLDDM_single_learning
186,46,1,observed,0.0,25141.88888888889,23.0,0.5555555555555556,0.5602444444444444,47.0,0.6444444444444445,0.5555555555555556,0.5555555555555556,0.0,0.0,RLDDM_single_learning
187,46,1,simulated,5.5,72046.0,23.0,0.6599999999999999,0.5787778519674543,47.0,0.5622222222222222,0.7777777777777778,0.5333333333333333,0.11777777777777787,0.1266666666666666,RLDDM_single_learning
188,47,0,observed,0.0,25142.88888888889,23.0,0.35555555555555557,0.5548000000000001,48.0,0.5777777777777777,0.35555555555555557,0.35555555555555557,0.0,0.0,RLDDM_single_learning
189,47,0,simulated,5.5,71887.0,23.0,0.6488888888888888,0.50984686873568,48.0,0.5266666666666666,0.7111111111111111,0.5777777777777777,0.06222222222222229,0.07111111111111112,RLDDM_single_learning
190,47,1,observed,0.0,25143.88888888889,23.0,0.4444444444444444,0.47706666666666664,48.0,0.4888888888888889,0.4444444444444444,0.4444444444444444,0.0,0.0,RLDDM_single_learning
191,47,1,simulated,5.5,72047.0,23.0,0.6599999999999999,0.5523400741896678,48.0,0.5688888888888889,0.7555555555555555,0.5333333333333333,0.09555555555555562,0.1266666666666666,RLDDM_single_learning
192,48,0,observed,0.0,25144.88888888889,23.0,0.35555555555555557,0.6498,49.0,0.4888888888888889,0.35555555555555557,0.35555555555555557,0.0,0.0,RLDDM_single_learning
193,48,0,simulated,5.5,71888.0,23.0,0.6488888888888888,0.5159757576245709,49.0,0.5955555555555556,0.7777777777777778,0.5333333333333333,0.12888888888888894,0.11555555555555552,RLDDM_single_learning
194,48,1,observed,0.0,25145.88888888889,23.0,0.4666666666666667,0.4835777777777778,49.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.0,RLDDM_single_learning
195,48,1,simulated,5.5,72048.0,23.0,0.6488888888888888,0.5497645186340668,49.0,0.52,0.8,0.5333333333333333,0.1511111111111112,0.11555555555555552,RLDDM_single_learning
196,49,0,observed,0.0,25146.88888888889,23.0,0.5111111111111111,0.5610444444444445,50.0,0.5333333333333333,0.5111111111111111,0.5111111111111111,0.0,0.0,RLDDM_single_learning
197,49,0,simulated,5.5,71889.0,23.0,0.6444444444444445,0.5155735354023306,50.0,0.5777777777777777,0.7777777777777778,0.5111111111111111,0.1333333333333333,0.13333333333333341,RLDDM_single_learning
198,49,1,observed,0.0,25147.88888888889,23.0,0.4888888888888889,0.46355555555555555,50.0,0.6,0.4888888888888889,0.4888888888888889,0.0,0.0,RLDDM_single_learning
199,49,1,simulated,5.5,72049.0,23.0,0.6533333333333333,0.5883734075229865,50.0,0.5888888888888889,0.7777777777777778,0.5111111111111111,0.12444444444444447,0.14222222222222225,RLDDM_single_learning
200,50,0,observed,0.0,25148.88888888889,23.0,0.4666666666666667,0.5184222222222222,51.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.0,RLDDM_single_learning
201,50,0,simulated,5.5,71890.0,23.0,0.6377777777777778,0.5264157576245297,51.0,0.5533333333333333,0.7111111111111111,0.4444444444444444,0.07333333333333336,0.19333333333333336,RLDDM_single_learning
202,50,1,observed,0.0,25149.88888888889,23.0,0.6,0.43895555555555554,51.0,0.6222222222222222,0.6,0.6,0.0,0.0,RLDDM_single_learning
203,50,1,simulated,5.5,72050.0,23.0,0.6511111111111111,0.5784800741896409,51.0,0.5599999999999999,0.7111111111111111,0.5777777777777777,0.06000000000000005,0.07333333333333336,RLDDM_single_learning
204,51,0,observed,0.0,25150.88888888889,23.0,0.37777777777777777,0.5509777777777778,52.0,0.4444444444444444,0.37777777777777777,0.37777777777777777,0.0,0.0,RLDDM_single_learning
205,51,0,simulated,5.5,71891.0,23.0,0.6222222222222222,0.5083490909577948,52.0,0.5711111111111111,0.6888888888888889,0.5555555555555556,0.06666666666666665,0.06666666666666665,RLDDM_single_learning
206,51,1,observed,0.0,25151.88888888889,23.0,0.4444444444444444,0.48448888888888886,52.0,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.0,0.0,RLDDM_single_learning
207,51,1,simulated,5.5,72051.0,23.0,0.6577777777777778,0.5239489630785383,52.0,0.5688888888888889,0.7555555555555555,0.5555555555555556,0.09777777777777774,0.10222222222222221,RLDDM_single_learning
208,52,0,observed,0.0,25152.88888888889,23.0,0.4888888888888889,0.6516666666666666,53.0,0.4222222222222222,0.4888888888888889,0.4888888888888889,0.0,0.0,RLDDM_single_learning
209,52,0,simulated,5.5,71892.0,23.0,0.6422222222222222,0.5328335354023275,53.0,0.5755555555555556,0.7333333333333333,0.5555555555555556,0.09111111111111103,0.08666666666666667,RLDDM_single_learning
210,52,1,observed,0.0,25153.88888888889,23.0,0.5555555555555556,0.48431111111111114,53.0,0.4222222222222222,0.5555555555555556,0.5555555555555556,0.0,0.0,RLDDM_single_learning
211,52,1,simulated,5.5,72052.0,23.0,0.6066666666666667,0.5422689630783395,53.0,0.5355555555555556,0.6666666666666666,0.5333333333333333,0.05999999999999994,0.07333333333333336,RLDDM_single_learning
212,53,0,observed,0.0,25154.88888888889,23.0,0.5333333333333333,0.6289111111111112,54.0,0.6444444444444445,0.5333333333333333,0.5333333333333333,0.0,0.0,RLDDM_single_learning
213,53,0,simulated,5.5,71893.0,23.0,0.6599999999999999,0.5297313131801755,54.0,0.5333333333333333,0.7555555555555555,0.6,0.09555555555555562,0.05999999999999994,RLDDM_single_learning
214,53,1,observed,0.0,25155.88888888889,23.0,0.5111111111111111,0.5324,54.0,0.5777777777777777,0.5111111111111111,0.5111111111111111,0.0,0.0,RLDDM_single_learning
215,53,1,simulated,5.5,72053.0,23.0,0.6044444444444445,0.55665340752278,54.0,0.5511111111111111,0.6888888888888889,0.5111111111111111,0.08444444444444443,0.09333333333333338,RLDDM_single_learning
216,54,0,observed,0.0,25156.88888888889,23.0,0.6222222222222222,0.5404,55.0,0.4444444444444444,0.6222222222222222,0.6222222222222222,0.0,0.0,RLDDM_single_learning
217,54,0,simulated,5.5,71894.0,23.0,0.6222222222222222,0.4974202020689022,55.0,0.5244444444444445,0.6888888888888889,0.5111111111111111,0.06666666666666665,0.11111111111111116,RLDDM_single_learning
218,54,1,observed,0.0,25157.88888888889,23.0,0.4666666666666667,0.5408666666666666,55.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.0,RLDDM_single_learning
219,54,1,simulated,5.5,72054.0,23.0,0.6333333333333333,0.5770378519673469,55.0,0.5733333333333334,0.6888888888888889,0.5333333333333333,0.05555555555555558,0.09999999999999998,RLDDM_single_learning
220,55,0,observed,0.0,25158.88888888889,23.0,0.5555555555555556,0.5861333333333334,56.0,0.5333333333333333,0.5555555555555556,0.5555555555555556,0.0,0.0,RLDDM_single_learning
221,55,0,simulated,5.5,71895.0,23.0,0.6533333333333333,0.5427890909579309,56.0,0.5777777777777777,0.7333333333333333,0.5555555555555556,0.07999999999999996,0.09777777777777774,RLDDM_single_learning
222,55,1,observed,0.0,25159.88888888889,23.0,0.5111111111111111,0.5021555555555556,56.0,0.5111111111111111,0.5111111111111111,0.5111111111111111,0.0,0.0,RLDDM_single_learning
223,55,1,simulated,5.5,72055.0,23.0,0.6266666666666667,0.544822296411754,56.0,0.5333333333333333,0.7111111111111111,0.4888888888888889,0.08444444444444443,0.13777777777777783,RLDDM_single_learning
224,56,0,observed,0.0,25160.88888888889,23.0,0.4222222222222222,0.7013333333333333,57.0,0.6,0.4222222222222222,0.4222222222222222,0.0,0.0,RLDDM_single_learning
225,56,0,simulated,5.5,71896.0,23.0,0.6555555555555556,0.5101157576245956,57.0,0.5888888888888888,0.7333333333333333,0.5555555555555556,0.07777777777777772,0.09999999999999998,RLDDM_single_learning
226,56,1,observed,0.0,25161.88888888889,23.0,0.5777777777777777,0.4692222222222222,57.0,0.5111111111111111,0.5777777777777777,0.5777777777777777,0.0,0.0,RLDDM_single_learning
227,56,1,simulated,5.5,72056.0,23.0,0.6422222222222221,0.5519245186340409,57.0,0.5266666666666666,0.7777777777777778,0.5111111111111111,0.13555555555555565,0.13111111111111107,RLDDM_single_learning
228,57,0,observed,0.0,25162.88888888889,23.0,0.5111111111111111,0.5954222222222222,58.0,0.4888888888888889,0.5111111111111111,0.5111111111111111,0.0,0.0,RLDDM_single_learning
229,57,0,simulated,5.5,71897.0,23.0,0.6222222222222222,0.5195624242911319,58.0,0.5266666666666666,0.6888888888888889,0.5333333333333333,0.06666666666666665,0.0888888888888889,RLDDM_single_learning
230,57,1,observed,0.0,25163.88888888889,23.0,0.4222222222222222,0.45537777777777777,58.0,0.4444444444444444,0.4222222222222222,0.4222222222222222,0.0,0.0,RLDDM_single_learning
231,57,1,simulated,5.5,72057.0,23.0,0.6244444444444445,0.5834467408562023,58.0,0.5355555555555556,0.7111111111111111,0.4444444444444444,0.08666666666666667,0.18000000000000005,RLDDM_single_learning
232,58,0,observed,0.0,25164.88888888889,23.0,0.5333333333333333,0.7124888888888888,59.0,0.4444444444444444,0.5333333333333333,0.5333333333333333,0.0,0.0,RLDDM_single_learning
233,58,0,simulated,5.5,71898.0,23.0,0.6177777777777778,0.5234668687355597,59.0,0.5288888888888889,0.6888888888888889,0.4444444444444444,0.07111111111111112,0.17333333333333334,RLDDM_single_learning
234,58,1,observed,0.0,25165.88888888889,23.0,0.4444444444444444,0.4944666666666667,59.0,0.28888888888888886,0.4444444444444444,0.4444444444444444,0.0,0.0,RLDDM_single_learning
235,58,1,simulated,5.5,72058.0,23.0,0.6488888888888888,0.5544845186340684,59.0,0.5533333333333333,0.7555555555555555,0.5333333333333333,0.10666666666666669,0.11555555555555552,RLDDM_single_learning
236,59,0,observed,0.0,25166.88888888889,23.0,0.5777777777777777,0.6577777777777778,60.0,0.4444444444444444,0.5777777777777777,0.5777777777777777,0.0,0.0,RLDDM_single_learning
237,59,0,simulated,5.5,71899.0,23.0,0.6022222222222222,0.5121313131799381,60.0,0.5311111111111111,0.7777777777777778,0.4888888888888889,0.17555555555555558,0.11333333333333334,RLDDM_single_learning
238,59,1,observed,0.0,25167.88888888889,23.0,0.6222222222222222,0.4497555555555556,60.0,0.6444444444444445,0.6222222222222222,0.6222222222222222,0.0,0.0,RLDDM_single_learning
239,59,1,simulated,5.5,72059.0,23.0,0.6222222222222222,0.5398378519672901,60.0,0.5266666666666666,0.8,0.5111111111111111,0.1777777777777778,0.11111111111111116,RLDDM_single_learning
240,60,0,observed,0.0,25168.88888888889,23.0,0.5333333333333333,0.5698888888888889,61.0,0.4444444444444444,0.5333333333333333,0.5333333333333333,0.0,0.0,RLDDM_single_learning
241,60,0,simulated,5.5,71900.0,23.0,0.5866666666666667,0.5314246465132155,61.0,0.52,0.8,0.4666666666666667,0.21333333333333337,0.12,RLDDM_single_learning
242,60,1,observed,0.0,25169.88888888889,23.0,0.5555555555555556,0.47411111111111115,61.0,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.0,0.0,RLDDM_single_learning
243,60,1,simulated,5.5,72060.0,23.0,0.5822222222222222,0.5578467408560246,61.0,0.5133333333333333,0.6666666666666666,0.4666666666666667,0.08444444444444443,0.11555555555555552,RLDDM_single_learning
244,61,0,observed,0.0,25170.88888888889,23.0,0.6,0.5927111111111111,62.0,0.5333333333333333,0.6,0.6,0.0,0.0,RLDDM_single_learning
245,61,0,simulated,5.5,71901.0,23.0,0.6466666666666667,0.540842424291237,62.0,0.5866666666666667,0.7333333333333333,0.5333333333333333,0.08666666666666656,0.1133333333333334,RLDDM_single_learning
246,61,1,observed,0.0,25171.88888888889,23.0,0.6,0.5580888888888889,62.0,0.5777777777777777,0.6,0.6,0.0,0.0,RLDDM_single_learning
247,61,1,simulated,5.5,72061.0,23.0,0.5977777777777777,0.5403511853005256,62.0,0.5066666666666666,0.7111111111111111,0.5111111111111111,0.1133333333333334,0.08666666666666667,RLDDM_single_learning
248,62,0,observed,0.0,25172.88888888889,23.0,0.5333333333333333,0.5924222222222222,63.0,0.37777777777777777,0.5333333333333333,0.5333333333333333,0.0,0.0,RLDDM_single_learning
249,62,0,simulated,5.5,71902.0,23.0,0.6088888888888888,0.5031424242910729,63.0,0.5311111111111111,0.6888888888888889,0.4666666666666667,0.08000000000000007,0.14222222222222214,RLDDM_single_learning
250,62,1,observed,0.0,25173.88888888889,23.0,0.6666666666666666,0.4696888888888889,63.0,0.4888888888888889,0.6666666666666666,0.6666666666666666,0.0,0.0,RLDDM_single_learning
251,62,1,simulated,5.5,72062.0,23.0,0.6355555555555555,0.5574600741895716,63.0,0.5444444444444445,0.7555555555555555,0.5777777777777777,0.12,0.05777777777777782,RLDDM_single_learning
252,63,0,observed,0.0,25174.88888888889,23.0,0.5777777777777777,0.5785111111111111,64.0,0.4888888888888889,0.5777777777777777,0.5777777777777777,0.0,0.0,RLDDM_single_learning
253,63,0,simulated,5.5,71903.0,23.0,0.6555555555555556,0.5194113131801543,64.0,0.5577777777777777,0.7777777777777778,0.5555555555555556,0.12222222222222223,0.09999999999999998,RLDDM_single_learning
254,63,1,observed,0.0,25175.88888888889,23.0,0.6666666666666666,0.5132666666666666,64.0,0.6444444444444445,0.6666666666666666,0.6666666666666666,0.0,0.0,RLDDM_single_learning
255,63,1,simulated,5.5,72063.0,23.0,0.6244444444444445,0.5281556297450728,64.0,0.5688888888888888,0.7333333333333333,0.5333333333333333,0.10888888888888881,0.09111111111111114,RLDDM_single_learning
256,64,0,observed,0.0,25176.88888888889,23.0,0.5777777777777777,0.6183333333333333,65.0,0.6,0.5777777777777777,0.5777777777777777,0.0,0.0,RLDDM_single_learning
257,64,0,simulated,5.5,71904.0,23.0,0.6066666666666667,0.5002957576243964,65.0,0.5266666666666666,0.7555555555555555,0.5111111111111111,0.14888888888888885,0.09555555555555562,RLDDM_single_learning
258,64,1,observed,0.0,25177.88888888889,23.0,0.5555555555555556,0.546,65.0,0.5333333333333333,0.5555555555555556,0.5555555555555556,0.0,0.0,RLDDM_single_learning
259,64,1,simulated,5.5,72064.0,23.0,0.6355555555555555,0.5677867408562417,65.0,0.5444444444444445,0.7111111111111111,0.6,0.0755555555555556,0.03555555555555556,RLDDM_single_learning
260,65,0,observed,0.0,25178.88888888889,23.0,0.5777777777777777,0.5128888888888888,66.0,0.5555555555555556,0.5777777777777777,0.5777777777777777,0.0,0.0,RLDDM_single_learning
261,65,0,simulated,5.5,71905.0,23.0,0.6133333333333333,0.5193290909577628,66.0,0.5555555555555556,0.7555555555555555,0.4888888888888889,0.14222222222222225,0.12444444444444441,RLDDM_single_learning
262,65,1,observed,0.0,25179.88888888889,23.0,0.6444444444444445,0.5242666666666667,66.0,0.5777777777777777,0.6444444444444445,0.6444444444444445,0.0,0.0,RLDDM_single_learning
263,65,1,simulated,5.5,72065.0,23.0,0.6333333333333333,0.5561978519673401,66.0,0.5644444444444444,0.7333333333333333,0.5111111111111111,0.09999999999999998,0.12222222222222223,RLDDM_single_learning
264,66,0,observed,0.0,25180.88888888889,23.0,0.4444444444444444,0.5074666666666666,67.0,0.5777777777777777,0.4444444444444444,0.4444444444444444,0.0,0.0,RLDDM_single_learning
265,66,0,simulated,5.5,71906.0,23.0,0.5955555555555556,0.5207690909576921,67.0,0.58,0.7111111111111111,0.4222222222222222,0.11555555555555552,0.1733333333333334,RLDDM_single_learning
266,66,1,observed,0.0,25181.88888888889,23.0,0.4888888888888889,0.5026666666666667,67.0,0.4666666666666667,0.4888888888888889,0.4888888888888889,0.0,0.0,RLDDM_single_learning
267,66,1,simulated,5.5,72066.0,23.0,0.6533333333333333,0.5730556297452035,67.0,0.5533333333333333,0.7555555555555555,0.5555555555555556,0.10222222222222221,0.09777777777777774,RLDDM_single_learning
268,67,0,observed,0.0,25182.88888888889,23.0,0.5333333333333333,0.5736666666666667,68.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.0,0.0,RLDDM_single_learning
269,67,0,simulated,5.5,71907.0,23.0,0.6666666666666667,0.5065090909579723,68.0,0.5688888888888889,0.7333333333333333,0.5555555555555556,0.06666666666666654,0.11111111111111116,RLDDM_single_learning
270,67,1,observed,0.0,25183.88888888889,23.0,0.6,0.578,68.0,0.6444444444444445,0.6,0.6,0.0,0.0,RLDDM_single_learning
271,67,1,simulated,5.5,72067.0,23.0,0.6488888888888888,0.5896778519674135,68.0,0.5711111111111111,0.7555555555555555,0.5777777777777777,0.10666666666666669,0.07111111111111112,RLDDM_single_learning
272,68,0,observed,0.0,25184.88888888889,23.0,0.6222222222222222,0.5725777777777777,69.0,0.6444444444444445,0.6222222222222222,0.6222222222222222,0.0,0.0,RLDDM_single_learning
273,68,0,simulated,5.5,71908.0,23.0,0.6466666666666667,0.514093535402339,69.0,0.5177777777777778,0.7555555555555555,0.5333333333333333,0.10888888888888881,0.1133333333333334,RLDDM_single_learning
274,68,1,observed,0.0,25185.88888888889,23.0,0.6222222222222222,0.5542,69.0,0.5333333333333333,0.6222222222222222,0.6222222222222222,0.0,0.0,RLDDM_single_learning
275,68,1,simulated,5.5,72068.0,23.0,0.6422222222222222,0.5786778519673831,69.0,0.5555555555555556,0.8,0.5777777777777777,0.1577777777777778,0.06444444444444453,RLDDM_single_learning
276,69,0,observed,0.0,25186.88888888889,23.0,0.6444444444444445,0.5080666666666667,70.0,0.5555555555555556,0.6444444444444445,0.6444444444444445,0.0,0.0,RLDDM_single_learning
277,69,0,simulated,5.5,71909.0,23.0,0.6622222222222222,0.5338068687357413,70.0,0.5355555555555556,0.7777777777777778,0.5111111111111111,0.11555555555555563,0.15111111111111108,RLDDM_single_learning
278,69,1,observed,0.0,25187.88888888889,23.0,0.6888888888888889,0.5481555555555555,70.0,0.6222222222222222,0.6888888888888889,0.6888888888888889,0.0,0.0,RLDDM_single_learning
279,69,1,simulated,5.5,72069.0,23.0,0.6311111111111111,0.5587111853006652,70.0,0.5466666666666666,0.7111111111111111,0.5777777777777777,0.08000000000000007,0.053333333333333344,RLDDM_single_learning
280,70,0,observed,0.0,25188.88888888889,23.0,0.4888888888888889,0.4402666666666667,71.0,0.5333333333333333,0.4888888888888889,0.4888888888888889,0.0,0.0,RLDDM_single_learning
281,70,0,simulated,5.5,71910.0,23.0,0.6666666666666667,0.521049090957977,71.0,0.5755555555555556,0.7777777777777778,0.6,0.11111111111111105,0.06666666666666676,RLDDM_single_learning
282,70,1,observed,0.0,25189.88888888889,23.0,0.5333333333333333,0.49444444444444446,71.0,0.4888888888888889,0.5333333333333333,0.5333333333333333,0.0,0.0,RLDDM_single_learning
283,70,1,simulated,5.5,72070.0,23.0,0.64,0.5335022964118036,71.0,0.5644444444444444,0.7555555555555555,0.5555555555555556,0.11555555555555552,0.08444444444444443,RLDDM_single_learning
284,71,0,observed,0.0,25190.88888888889,23.0,0.6888888888888889,0.48942222222222226,72.0,0.6222222222222222,0.6888888888888889,0.6888888888888889,0.0,0.0,RLDDM_single_learning
285,71,0,simulated,5.5,71911.0,23.0,0.6266666666666667,0.5074490909578123,72.0,0.5466666666666666,0.7777777777777778,0.5777777777777777,0.15111111111111108,0.04888888888888898,RLDDM_single_learning
286,71,1,observed,0.0,25191.88888888889,23.0,0.7333333333333333,0.5197333333333334,72.0,0.6666666666666666,0.7333333333333333,0.7333333333333333,0.0,0.0,RLDDM_single_learning
287,71,1,simulated,5.5,72071.0,23.0,0.6511111111111111,0.5713778519674163,72.0,0.5622222222222222,0.7555555555555555,0.5111111111111111,0.10444444444444445,0.14,RLDDM_single_learning
288,72,0,observed,0.0,25192.88888888889,23.0,0.8,0.42086666666666667,73.0,0.5555555555555556,0.8,0.8,0.0,0.0,RLDDM_single_learning
